
Ç³¼Ó,Á¤¿Â,ºÏ,ºÏºÏµ¿,ºÏµ¿,µ¿ºÏµ¿,µ¿,µ¿³²µ¿,³²µ¿,³²³²µ¿,³²,³²³²¼­,³²¼­,¼­³²¼­,¼­,¼­ºÏ¼­,ºÏ¼­,ºÏºÏ¼­,ÇÕ°è
~0.4,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3
0.5~3.3,0.0,1.9,4.9,3.1,3.5,6.4,7.6,3.3,1.9,2.1,5.7,4.7,4.9,10.8,17.1,3.5,1.9,83.3
3.4~7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.3,1.0,1.0,5.1,3.9,1.0,0.0,13.3
ÇÕ°è,3.3,1.9,4.9,3.1,3.5,6.4,7.6,3.5,1.9,2.1,6.9,5.7,5.8,16.0,21.0,4.4,1.9,100.0

