
Ç³¼Ó,Á¤¿Â,ºÏ,ºÏºÏµ¿,ºÏµ¿,µ¿ºÏµ¿,µ¿,µ¿³²µ¿,³²µ¿,³²³²µ¿,³²,³²³²¼­,³²¼­,¼­³²¼­,¼­,¼­ºÏ¼­,ºÏ¼­,ºÏºÏ¼­,ÇÕ°è
~0.4,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1
0.5~3.3,0.0,1.7,5.0,20.8,5.4,2.4,2.9,1.7,2.2,3.9,7.6,5.0,9.9,11.0,4.6,2.1,1.3,87.4
3.4~7.9,0.0,0.0,0.0,1.8,1.1,0.0,0.0,0.1,0.0,1.0,2.4,1.4,0.6,1.0,0.6,0.6,0.1,10.6
ÇÕ°è,2.1,1.7,5.0,22.6,6.5,2.4,2.9,1.8,2.2,4.9,10.0,6.4,10.4,11.9,5.1,2.6,1.4,100.0

