
Ç³¼Ó,Á¤¿Â,ºÏ,ºÏºÏµ¿,ºÏµ¿,µ¿ºÏµ¿,µ¿,µ¿³²µ¿,³²µ¿,³²³²µ¿,³²,³²³²¼­,³²¼­,¼­³²¼­,¼­,¼­ºÏ¼­,ºÏ¼­,ºÏºÏ¼­,ÇÕ°è
~0.4,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7
0.5~3.3,0.0,3.2,10.9,20.2,8.7,1.6,1.1,0.8,0.9,1.7,2.6,1.2,4.0,13.2,7.0,4.6,3.4,85.1
3.4~7.9,0.0,0.0,0.0,1.7,0.9,0.1,0.0,0.0,0.0,0.4,2.8,0.5,0.4,1.7,1.9,1.5,0.1,12.2
ÇÕ°è,2.7,3.2,10.9,21.9,9.7,1.7,1.1,0.8,0.9,2.2,5.4,1.7,4.4,14.9,8.9,6.0,3.5,100.0

