
Ç³¼Ó,Á¤¿Â,ºÏ,ºÏºÏµ¿,ºÏµ¿,µ¿ºÏµ¿,µ¿,µ¿³²µ¿,³²µ¿,³²³²µ¿,³²,³²³²¼­,³²¼­,¼­³²¼­,¼­,¼­ºÏ¼­,ºÏ¼­,ºÏºÏ¼­,ÇÕ°è
~0.4,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6
0.5~3.3,0.0,3.5,7.4,14.5,14.6,3.1,0.5,0.8,1.1,1.1,2.3,1.9,0.9,6.0,14.6,7.0,4.5,83.9
3.4~7.9,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,2.0,3.7,5.3,1.2,13.5
ÇÕ°è,2.6,3.5,7.4,14.5,15.6,3.1,0.5,0.8,1.1,1.1,2.3,2.2,1.1,8.0,18.3,12.3,5.7,100.0

