
Ç³¼Ó,Á¤¿Â,ºÏ,ºÏºÏµ¿,ºÏµ¿,µ¿ºÏµ¿,µ¿,µ¿³²µ¿,³²µ¿,³²³²µ¿,³²,³²³²¼­,³²¼­,¼­³²¼­,¼­,¼­ºÏ¼­,ºÏ¼­,ºÏºÏ¼­,ÇÕ°è
~0.4,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2
0.5~3.3,0.0,2.1,2.5,4.6,6.0,2.8,1.5,1.4,1.0,1.9,6.1,6.0,5.8,19.0,11.7,1.5,0.1,74.0
3.4~7.9,0.0,0.0,0.0,0.3,1.1,0.3,0.0,0.1,0.0,0.0,0.4,2.5,4.0,9.3,3.5,1.0,0.3,22.8
ÇÕ°è,3.2,2.1,2.5,4.9,7.1,3.1,1.5,1.5,1.0,1.9,6.5,8.5,9.9,28.3,15.1,2.5,0.4,100.0

