
Ç³¼Ó,Á¤¿Â,ºÏ,ºÏºÏµ¿,ºÏµ¿,µ¿ºÏµ¿,µ¿,µ¿³²µ¿,³²µ¿,³²³²µ¿,³²,³²³²¼­,³²¼­,¼­³²¼­,¼­,¼­ºÏ¼­,ºÏ¼­,ºÏºÏ¼­,ÇÕ°è
~0.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.5~3.3,0.0,3.3,10.1,20.3,15.0,2.6,1.9,1.8,0.7,0.6,2.1,1.8,2.9,9.9,7.6,2.4,2.2,85.3
3.4~7.9,0.0,0.0,0.1,1.8,4.3,1.0,0.6,0.1,0.0,0.1,1.3,0.0,0.3,0.6,0.4,0.1,0.0,10.7
ÇÕ°è,4.0,3.3,10.3,22.1,19.3,3.6,2.5,1.9,0.7,0.7,3.3,1.8,3.2,10.4,8.1,2.5,2.2,100.0

