
Ç³¼Ó,Á¤¿Â,ºÏ,ºÏºÏµ¿,ºÏµ¿,µ¿ºÏµ¿,µ¿,µ¿³²µ¿,³²µ¿,³²³²µ¿,³²,³²³²¼­,³²¼­,¼­³²¼­,¼­,¼­ºÏ¼­,ºÏ¼­,ºÏºÏ¼­,ÇÕ°è
~0.4,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4
0.5~3.3,0.0,2.6,10.8,12.9,6.7,2.0,1.1,0.7,1.3,1.5,3.0,2.2,7.8,16.8,10.2,4.0,1.7,85.2
3.4~7.9,0.0,0.0,0.0,1.7,1.3,0.0,0.0,0.0,0.0,0.5,0.4,0.7,0.7,3.2,3.2,0.5,0.0,12.4
ÇÕ°è,2.4,2.6,10.8,14.7,8.1,2.0,1.1,0.7,1.3,2.0,3.4,2.8,8.5,20.0,13.4,4.6,1.7,100.0

