
Ç³¼Ó,Á¤¿Â,ºÏ,ºÏºÏµ¿,ºÏµ¿,µ¿ºÏµ¿,µ¿,µ¿³²µ¿,³²µ¿,³²³²µ¿,³²,³²³²¼­,³²¼­,¼­³²¼­,¼­,¼­ºÏ¼­,ºÏ¼­,ºÏºÏ¼­,ÇÕ°è
~0.4,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3
0.5~3.3,0.0,2.2,7.4,10.8,6.0,1.8,0.8,0.1,0.6,2.5,3.3,3.8,8.3,17.4,11.1,5.6,1.4,83.1
3.4~7.9,0.0,0.0,0.0,1.1,0.1,0.0,0.0,0.0,0.1,0.7,0.7,0.3,1.9,6.3,3.8,0.7,0.0,15.7
ÇÕ°è,1.3,2.2,7.4,11.9,6.1,1.8,0.8,0.1,0.7,3.2,4.0,4.0,10.3,23.6,14.9,6.3,1.4,100.0

