
Ç³¼Ó,Á¤¿Â,ºÏ,ºÏºÏµ¿,ºÏµ¿,µ¿ºÏµ¿,µ¿,µ¿³²µ¿,³²µ¿,³²³²µ¿,³²,³²³²¼­,³²¼­,¼­³²¼­,¼­,¼­ºÏ¼­,ºÏ¼­,ºÏºÏ¼­,ÇÕ°è
~0.4,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1
0.5~3.3,0.0,2.2,5.5,3.6,3.1,3.0,0.8,0.5,1.5,2.8,5.6,6.7,6.5,14.5,16.8,5.2,2.8,81.2
3.4~7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.2,1.2,6.6,3.9,1.6,0.3,15.7
ÇÕ°è,3.1,2.2,5.5,3.6,3.1,3.0,0.8,0.5,1.5,2.8,6.6,7.9,7.7,21.1,20.7,6.9,3.1,100.0

